-182.975, 77.820, 1.821,  1.765
-182.955, 77.763, 1.822,  1.798
-182.934, 77.705, 1.825,  1.831
-182.913, 77.648, 1.829,  1.864
-182.893, 77.590, 1.835,  1.897
-182.872, 77.532, 1.841,  1.930
-182.851, 77.474, 1.848,  1.963
-182.831, 77.416, 1.855,  1.996
-182.810, 77.358, 1.862,  2.029
-182.790, 77.299, 1.869,  2.062
-182.769, 77.240, 1.875,  2.095
-182.749, 77.180, 1.881,  2.128
-182.728, 77.121, 1.887,  2.161
-182.708, 77.061, 1.892,  2.194
-182.687, 77.002, 1.896,  2.227
-182.667, 76.942, 1.900,  2.260
-182.647, 76.881, 1.904,  2.293
-182.627, 76.821, 1.907,  2.326
-182.607, 76.761, 1.911,  2.359
-182.587, 76.700, 1.915,  2.392
-182.568, 76.639, 1.919,  2.425
-182.548, 76.578, 1.923,  2.458
-182.528, 76.517, 1.927,  2.491
-182.509, 76.456, 1.932,  2.524
-182.490, 76.394, 1.937,  2.557
-182.470, 76.332, 1.943,  2.590
-182.451, 76.270, 1.948,  2.623
-182.432, 76.208, 1.954,  2.656
-182.413, 76.145, 1.959,  2.689
-182.395, 76.083, 1.965,  2.722
-182.376, 76.020, 1.971,  2.755
-182.358, 75.956, 1.976,  2.788
-182.339, 75.893, 1.982,  2.821
-182.321, 75.829, 1.988,  2.854
-182.303, 75.765, 1.993,  2.887
-182.285, 75.701, 1.999,  2.920
-182.267, 75.637, 2.004,  2.953
-182.249, 75.572, 2.010,  2.986
-182.232, 75.507, 2.016,  3.019
-182.215, 75.442, 2.021,  3.052
-182.197, 75.377, 2.027,  3.085
-182.180, 75.311, 2.032,  3.118
-182.163, 75.246, 2.038,  3.151
-182.147, 75.179, 2.044,  3.184
-182.130, 75.113, 2.050,  3.217
-182.114, 75.047, 2.056,  3.250
-182.097, 74.980, 2.062,  3.283
-182.081, 74.913, 2.068,  3.316
-182.065, 74.845, 2.074,  3.349
-182.050, 74.778, 2.081,  3.382
-182.034, 74.710, 2.087,  3.415
-182.018, 74.642, 2.093,  3.448
-182.003, 74.574, 2.100,  3.481
-181.988, 74.505, 2.106,  3.514
-181.973, 74.436, 2.112,  3.547
-181.958, 74.367, 2.119,  3.580
-181.944, 74.298, 2.125,  3.613
-181.929, 74.228, 2.132,  3.646
-181.915, 74.158, 2.138,  3.679
-181.901, 74.088, 2.145,  3.712
-181.887, 74.017, 2.151,  3.745
-181.874, 73.947, 2.158,  3.778
-181.860, 73.876, 2.164,  3.811
-181.847, 73.805, 2.171,  3.844
-181.834, 73.733, 2.178,  3.877
-181.821, 73.661, 2.184,  3.910
-181.808, 73.590, 2.191,  3.943
-181.795, 73.517, 2.198,  3.976
-181.783, 73.445, 2.205,  4.009
-181.771, 73.372, 2.212,  4.042
-181.759, 73.299, 2.219,  4.075
-181.747, 73.226, 2.226,  4.108
-181.735, 73.152, 2.233,  4.141
-181.724, 73.078, 2.240,  4.174
-181.712, 73.004, 2.247,  4.207
-181.701, 72.930, 2.254,  4.240
-181.690, 72.855, 2.261,  4.273
-181.679, 72.780, 2.268,  4.306
-181.669, 72.705, 2.275,  4.339
-181.658, 72.630, 2.283,  4.372
-181.648, 72.554, 2.290,  4.405
-181.638, 72.478, 2.297,  4.438
-181.628, 72.402, 2.304,  4.471
-181.619, 72.325, 2.312,  4.504
-181.609, 72.248, 2.319,  4.537
-181.600, 72.171, 2.327,  4.570
-181.591, 72.094, 2.334,  4.603
-181.582, 72.016, 2.341,  4.636
-181.573, 71.939, 2.349,  4.669
-181.564, 71.860, 2.357,  4.702
-181.556, 71.782, 2.364,  4.735
-181.548, 71.703, 2.372,  4.768
-181.539, 71.624, 2.379,  4.801
-181.531, 71.545, 2.387,  4.834
-181.524, 71.466, 2.395,  4.867
-181.516, 71.386, 2.403,  4.900
-181.509, 71.306, 2.411,  4.933
-181.501, 71.226, 2.418,  4.966
-181.494, 71.145, 2.426,  4.999
-181.487, 71.064, 2.434,  5.032
-181.480, 70.983, 2.442,  5.065
-181.474, 70.902, 2.450,  5.098
-181.467, 70.820, 2.457,  5.131
-181.461, 70.738, 2.465,  5.164
-181.455, 70.656, 2.473,  5.197
-181.449, 70.573, 2.482,  5.230
-181.443, 70.490, 2.490,  5.263
-181.437, 70.407, 2.498,  5.296
-181.432, 70.324, 2.506,  5.329
-181.426, 70.240, 2.514,  5.362
-181.421, 70.156, 2.523,  5.395
-181.416, 70.072, 2.531,  5.428
-181.411, 69.988, 2.539,  5.461
-181.406, 69.903, 2.547,  5.494
-181.401, 69.818, 2.556,  5.527
-181.397, 69.732, 2.564,  5.560
-181.392, 69.647, 2.572,  5.593
-181.388, 69.561, 2.581,  5.626
-181.384, 69.475, 2.589,  5.659
-181.380, 69.388, 2.598,  5.692
-181.376, 69.301, 2.606,  5.725
-181.372, 69.214, 2.615,  5.758
-181.369, 69.127, 2.623,  5.791
-181.365, 69.039, 2.632,  5.824
-181.362, 68.952, 2.641,  5.857
-181.358, 68.863, 2.649,  5.890
-181.355, 68.775, 2.658,  5.923
-181.352, 68.686, 2.667,  5.956
-181.349, 68.597, 2.676,  5.989
-181.346, 68.507, 2.684,  6.022
-181.343, 68.418, 2.693,  6.055
-181.341, 68.328, 2.702,  6.088
-181.338, 68.237, 2.711,  6.121
-181.336, 68.147, 2.720,  6.154
-181.333, 68.056, 2.729,  6.187
-181.331, 67.965, 2.738,  6.220
-181.329, 67.873, 2.747,  6.253
-181.327, 67.782, 2.756,  6.286
-181.325, 67.689, 2.765,  6.319
-181.323, 67.597, 2.774,  6.352
-181.322, 67.504, 2.783,  6.385
-181.320, 67.411, 2.793,  6.418
-181.318, 67.318, 2.802,  6.451
-181.317, 67.224, 2.811,  6.484
-181.315, 67.130, 2.821,  6.517
-181.314, 67.036, 2.830,  6.550
-181.313, 66.942, 2.839,  6.583
-181.312, 66.847, 2.849,  6.616
-181.310, 66.751, 2.858,  6.649
-181.309, 66.656, 2.868,  6.682
-181.308, 66.560, 2.877,  6.715
-181.308, 66.464, 2.887,  6.748
-181.307, 66.367, 2.896,  6.781
-181.306, 66.271, 2.906,  6.814
-181.305, 66.174, 2.915,  6.847
-181.305, 66.076, 2.925,  6.880
-181.304, 65.978, 2.935,  6.913
-181.304, 65.880, 2.945,  6.946
-181.303, 65.782, 2.954,  6.979
-181.303, 65.683, 2.964,  7.012
-181.302, 65.584, 2.974,  7.045
-181.302, 65.485, 2.984,  7.078
-181.302, 65.385, 2.994,  7.111
-181.302, 65.285, 3.004,  7.144
-181.302, 65.184, 3.014,  7.177
-181.301, 65.084, 3.024,  7.210
-181.301, 64.983, 3.034,  7.243
-181.301, 64.881, 3.044,  7.276
-181.301, 64.780, 3.054,  7.309
-181.302, 64.678, 3.064,  7.342
-181.302, 64.575, 3.074,  7.375
-181.302, 64.472, 3.085,  7.408
-181.302, 64.369, 3.095,  7.441
-181.302, 64.266, 3.105,  7.474
-181.303, 64.162, 3.116,  7.507
-181.303, 64.058, 3.126,  7.540
-181.303, 63.953, 3.137,  7.573
-181.304, 63.849, 3.147,  7.606
-181.304, 63.743, 3.158,  7.639
-181.304, 63.638, 3.168,  7.672
-181.305, 63.532, 3.179,  7.705
-181.305, 63.426, 3.189,  7.738
-181.306, 63.319, 3.200,  7.771
-181.307, 63.212, 3.210,  7.804
-181.307, 63.105, 3.221,  7.837
-181.308, 62.997, 3.232,  7.870
-181.308, 62.889, 3.243,  7.903
-181.309, 62.781, 3.253,  7.936
-181.310, 62.672, 3.264,  7.969
-181.310, 62.563, 3.275,  8.002
-181.311, 62.454, 3.286,  8.035
-181.312, 62.344, 3.297,  8.068
-181.312, 62.234, 3.308,  8.101
-181.313, 62.123, 3.319,  8.134
-181.314, 62.012, 3.330,  8.167
-181.315, 61.901, 3.341,  8.200
-181.315, 61.789, 3.352,  8.233
-181.316, 61.677, 3.364,  8.266
-181.317, 61.565, 3.375,  8.299
-181.318, 61.452, 3.386,  8.332
-181.318, 61.339, 3.397,  8.365
-181.319, 61.226, 3.409,  8.398
-181.320, 61.112, 3.420,  8.431
-181.321, 60.997, 3.431,  8.464
-181.322, 60.883, 3.443,  8.497
-181.323, 60.768, 3.454,  8.530
-181.323, 60.652, 3.466,  8.563
-181.324, 60.536, 3.477,  8.596
-181.325, 60.420, 3.489,  8.629
-181.326, 60.304, 3.500,  8.662
-181.327, 60.187, 3.512,  8.695
-181.328, 60.069, 3.524,  8.728
-181.329, 59.952, 3.536,  8.761
-181.330, 59.833, 3.547,  8.794
-181.330, 59.715, 3.559,  8.827
-181.331, 59.596, 3.571,  8.860
-181.332, 59.477, 3.583,  8.893
-181.333, 59.357, 3.595,  8.926
-181.334, 59.237, 3.607,  8.959
-181.335, 59.116, 3.619,  8.992
-181.336, 58.995, 3.631,  9.025
-181.336, 58.874, 3.643,  9.058
-181.337, 58.752, 3.655,  9.091
-181.338, 58.630, 3.668,  9.124
-181.339, 58.507, 3.680,  9.157
-181.340, 58.384, 3.692,  9.190
-181.341, 58.261, 3.705,  9.223
-181.341, 58.137, 3.717,  9.256
-181.342, 58.013, 3.729,  9.289
-181.343, 57.888, 3.742,  9.322
-181.344, 57.763, 3.754,  9.355
-181.345, 57.638, 3.767,  9.388
-181.346, 57.512, 3.779,  9.421
-181.346, 57.386, 3.792,  9.454
-181.347, 57.259, 3.805,  9.487
-181.348, 57.132, 3.817,  9.520
-181.349, 57.004, 3.830,  9.553
-181.349, 56.876, 3.843,  9.586
-181.350, 56.748, 3.856,  9.619
-181.351, 56.619, 3.869,  9.652
-181.352, 56.490, 3.882,  9.685
-181.352, 56.360, 3.894,  9.718
-181.353, 56.230, 3.907,  9.751
-181.354, 56.099, 3.920,  9.784
-181.355, 55.968, 3.933,  9.817
-181.355, 55.837, 3.946,  9.850
-181.356, 55.705, 3.959,  9.883
-181.357, 55.573, 3.972,  9.916
-181.357, 55.440, 3.985,  9.949
-181.358, 55.307, 3.998,  9.982
-181.359, 55.173, 4.011, 10.015
-181.359, 55.039, 4.024, 10.048
-181.360, 54.905, 4.038, 10.081
-181.361, 54.770, 4.051, 10.114
-181.361, 54.634, 4.064, 10.147
-181.362, 54.499, 4.078, 10.180
-181.362, 54.362, 4.091, 10.213
-181.363, 54.226, 4.105, 10.246
-181.364, 54.089, 4.118, 10.279
-181.364, 53.951, 4.132, 10.312
-181.365, 53.813, 4.146, 10.345
-181.365, 53.674, 4.159, 10.378
-181.366, 53.535, 4.173, 10.411
-181.366, 53.396, 4.187, 10.444
-181.367, 53.256, 4.201, 10.477
-181.368, 53.116, 4.214, 10.510
-181.368, 52.975, 4.228, 10.543
-181.369, 52.833, 4.242, 10.576
-181.369, 52.692, 4.257, 10.609
-181.370, 52.549, 4.271, 10.642
-181.370, 52.407, 4.285, 10.675
-181.370, 52.263, 4.299, 10.708
-181.371, 52.120, 4.313, 10.741
-181.371, 51.976, 4.328, 10.774
-181.372, 51.831, 4.342, 10.807
-181.372, 51.686, 4.356, 10.840
-181.373, 51.540, 4.371, 10.873
-181.373, 51.394, 4.385, 10.906
-181.374, 51.248, 4.400, 10.939
-181.374, 51.101, 4.414, 10.972
-181.374, 50.953, 4.429, 11.005
-181.375, 50.805, 4.444, 11.038
-181.375, 50.657, 4.459, 11.071
-181.376, 50.508, 4.473, 11.104
-181.376, 50.358, 4.488, 11.137
-181.376, 50.208, 4.503, 11.170
-181.377, 50.058, 4.518, 11.203
-181.377, 49.907, 4.533, 11.236
-181.377, 49.755, 4.549, 11.269
-181.378, 49.603, 4.564, 11.302
-181.378, 49.451, 4.579, 11.335
-181.378, 49.298, 4.594, 11.368
-181.379, 49.144, 4.609, 11.401
-181.379, 48.990, 4.624, 11.434
-181.379, 48.836, 4.640, 11.467
-181.379, 48.681, 4.655, 11.500
-181.380, 48.525, 4.671, 11.533
-181.380, 48.369, 4.686, 11.566
-181.380, 48.212, 4.702, 11.599
-181.381, 48.055, 4.717, 11.632
-181.381, 47.898, 4.733, 11.665
-181.381, 47.739, 4.749, 11.698
-181.381, 47.581, 4.764, 11.731
-181.381, 47.422, 4.780, 11.764
-181.382, 47.262, 4.796, 11.797
-181.382, 47.102, 4.813, 11.830
-181.382, 46.941, 4.829, 11.863
-181.382, 46.779, 4.845, 11.896
-181.383, 46.617, 4.861, 11.929
-181.383, 46.455, 4.877, 11.962
-181.383, 46.292, 4.893, 11.995
-181.383, 46.129, 4.909, 12.028
-181.383, 45.964, 4.926, 12.061
-181.383, 45.800, 4.942, 12.094
-181.384, 45.635, 4.958, 12.127
-181.384, 45.469, 4.975, 12.160
-181.384, 45.303, 4.992, 12.193
-181.384, 45.136, 5.008, 12.226
-181.384, 44.969, 5.025, 12.259
-181.384, 44.801, 5.042, 12.292
-181.384, 44.632, 5.059, 12.325
-181.385, 44.463, 5.075, 12.358
-181.385, 44.294, 5.092, 12.391
-181.385, 44.123, 5.107, 12.424
-181.385, 43.953, 5.118, 12.457
-181.385, 43.782, 5.116, 12.490
-181.385, 43.612, 5.102, 12.523
-181.385, 43.443, 5.089, 12.556
-181.385, 43.274, 5.082, 12.589
-181.385, 43.104, 5.082, 12.622
-181.385, 42.935, 5.090, 12.655
-181.386, 42.765, 5.107, 12.688
-181.386, 42.594, 5.132, 12.721
-181.386, 42.422, 5.166, 12.754
-181.386, 42.248, 5.207, 12.787
-181.386, 42.073, 5.254, 12.820
-181.386, 41.897, 5.305, 12.853
-181.386, 41.718, 5.357, 12.886
-181.386, 41.538, 5.408, 12.919
-181.386, 41.356, 5.455, 12.952
-181.386, 41.173, 5.495, 12.985
-181.386, 40.989, 5.529, 13.018
-181.386, 40.804, 5.554, 13.051
-181.386, 40.618, 5.571, 13.084
-181.386, 40.433, 5.582, 13.117
-181.386, 40.247, 5.586, 13.150
-181.386, 40.061, 5.586, 13.183
-181.386, 39.875, 5.583, 13.216
-181.386, 39.689, 5.579, 13.249
-181.386, 39.503, 5.574, 13.282
-181.386, 39.318, 5.571, 13.315
-181.386, 39.132, 5.570, 13.348
-181.386, 38.947, 5.572, 13.381
-181.386, 38.761, 5.579, 13.414
-181.386, 38.574, 5.590, 13.447
-181.386, 38.388, 5.607, 13.480
-181.386, 38.200, 5.629, 13.513
-181.386, 38.012, 5.656, 13.546
-181.386, 37.822, 5.688, 13.579
-181.386, 37.631, 5.724, 13.612
-181.386, 37.439, 5.761, 13.645
-181.386, 37.246, 5.800, 13.678
-181.386, 37.052, 5.839, 13.711
-181.386, 36.856, 5.875, 13.744
-181.386, 36.659, 5.908, 13.777
-181.385, 36.461, 5.937, 13.810
-181.385, 36.263, 5.962, 13.843
-181.385, 36.063, 5.981, 13.876
-181.385, 35.864, 5.996, 13.909
-181.385, 35.663, 6.008, 13.942
-181.385, 35.463, 6.017, 13.975
-181.385, 35.262, 6.024, 14.008
-181.385, 35.062, 6.030, 14.041
-181.385, 34.860, 6.036, 14.074
-181.385, 34.659, 6.043, 14.107
-181.385, 34.458, 6.052, 14.140
-181.384, 34.256, 6.063, 14.173
-181.384, 34.053, 6.078, 14.206
-181.384, 33.850, 6.096, 14.239
-181.384, 33.646, 6.117, 14.272
-181.384, 33.442, 6.142, 14.305
-181.384, 33.236, 6.169, 14.338
-181.384, 33.029, 6.200, 14.371
-181.384, 32.822, 6.231, 14.404
-181.383, 32.613, 6.264, 14.437
-181.383, 32.403, 6.296, 14.470
-181.383, 32.192, 6.328, 14.503
-181.383, 31.981, 6.357, 14.536
-181.383, 31.768, 6.384, 14.569
-181.383, 31.554, 6.408, 14.602
-181.382, 31.340, 6.429, 14.635
-181.382, 31.125, 6.447, 14.668
-181.382, 30.910, 6.462, 14.701
-181.382, 30.694, 6.476, 14.734
-181.382, 30.478, 6.488, 14.767
-181.382, 30.262, 6.501, 14.800
-181.381, 30.045, 6.513, 14.833
-181.381, 29.827, 6.527, 14.866
-181.381, 29.609, 6.543, 14.899
-181.381, 29.391, 6.560, 14.932
-181.381, 29.172, 6.580, 14.965
-181.380, 28.952, 6.603, 14.998
-181.380, 28.731, 6.628, 15.031
-181.380, 28.509, 6.656, 15.064
-181.380, 28.286, 6.685, 15.097
-181.379, 28.062, 6.716, 15.130
-181.379, 27.838, 6.746, 15.163
-181.379, 27.612, 6.776, 15.196
-181.379, 27.385, 6.805, 15.229
-181.378, 27.158, 6.832, 15.262
-181.378, 26.929, 6.856, 15.295
-181.378, 26.700, 6.879, 15.328
-181.378, 26.470, 6.899, 15.361
-181.377, 26.240, 6.917, 15.394
-181.377, 26.009, 6.935, 15.427
-181.377, 25.777, 6.951, 15.460
-181.376, 25.545, 6.968, 15.493
-181.376, 25.312, 6.985, 15.526
-181.376, 25.079, 7.003, 15.559
-181.376, 24.845, 7.023, 15.592
-181.375, 24.610, 7.044, 15.625
-181.375, 24.375, 7.067, 15.658
-181.375, 24.139, 7.092, 15.691
-181.374, 23.902, 7.118, 15.724
-181.374, 23.664, 7.146, 15.757
-181.374, 23.425, 7.175, 15.790
-181.373, 23.185, 7.204, 15.823
-181.373, 22.944, 7.233, 15.856
-181.373, 22.702, 7.261, 15.889
-181.372, 22.459, 7.289, 15.922
-181.372, 22.215, 7.315, 15.955
-181.372, 21.971, 7.340, 15.988
-181.371, 21.725, 7.364, 16.021
-181.371, 21.479, 7.387, 16.054
-181.371, 21.233, 7.409, 16.087
-181.370, 20.985, 7.430, 16.120
-181.370, 20.737, 7.451, 16.153
-181.369, 20.488, 7.472, 16.186
-181.369, 20.238, 7.494, 16.219
-181.369, 19.988, 7.516, 16.252
-181.368, 19.737, 7.539, 16.285
-181.368, 19.485, 7.563, 16.318
-181.367, 19.232, 7.588, 16.351
-181.367, 18.979, 7.613, 16.384
-181.367, 18.724, 7.640, 16.417
-181.366, 18.469, 7.667, 16.450
-181.366, 18.213, 7.695, 16.483
-181.365, 17.955, 7.723, 16.516
-181.365, 17.697, 7.750, 16.549
-181.364, 17.438, 7.778, 16.582
-181.364, 17.178, 7.806, 16.615
-181.363, 16.917, 7.833, 16.648
-181.363, 16.655, 7.860, 16.681
-181.363, 16.393, 7.886, 16.714
-181.362, 16.129, 7.912, 16.747
-181.362, 15.865, 7.937, 16.780
-181.361, 15.600, 7.963, 16.813
-181.361, 15.334, 7.988, 16.846
-181.360, 15.067, 8.013, 16.879
-181.360, 14.799, 8.039, 16.912
-181.359, 14.530, 8.065, 16.945
-181.359, 14.261, 8.091, 16.978
-181.358, 13.991, 8.117, 17.011
-181.357, 13.719, 8.144, 17.044
-181.357, 13.447, 8.171, 17.077
-181.356, 13.174, 8.199, 17.110
-181.356, 12.900, 8.227, 17.143
-181.355, 12.625, 8.255, 17.176
-181.355, 12.349, 8.283, 17.209
-181.354, 12.072, 8.312, 17.242
-181.354, 11.795, 8.340, 17.275
-181.353, 11.516, 8.369, 17.308
-181.352, 11.236, 8.397, 17.341
-181.352, 10.956, 8.426, 17.374
-181.351, 10.674, 8.454, 17.407
-181.351, 10.391, 8.482, 17.440
-181.350, 10.108, 8.510, 17.473
-181.349, 9.824, 8.539, 17.506
-181.349, 9.538, 8.567, 17.539
-181.348, 9.252, 8.595, 17.572
-181.347, 8.965, 8.623, 17.605
-181.347, 8.677, 8.651, 17.638
-181.346, 8.388, 8.679, 17.671
-181.345, 8.098, 8.708, 17.704
-181.345, 7.807, 8.737, 17.737
-181.344, 7.515, 8.766, 17.770
-181.343, 7.222, 8.795, 17.803
-181.343, 6.928, 8.824, 17.836
-181.342, 6.633, 8.854, 17.869
-181.341, 6.337, 8.884, 17.902
-181.341, 6.040, 8.914, 17.935
-181.340, 5.742, 8.944, 17.968
-181.339, 5.443, 8.975, 18.001
-181.338, 5.143, 9.005, 18.034
-181.338, 4.842, 9.035, 18.067
-181.337, 4.540, 9.066, 18.100
-181.336, 4.237, 9.096, 18.133
-181.335, 3.933, 9.127, 18.166
-181.335, 3.628, 9.157, 18.199
-181.334, 3.322, 9.188, 18.232
-181.333, 3.015, 9.218, 18.265
-181.332, 2.707, 9.249, 18.298
-181.331, 2.398, 9.279, 18.331
-181.331, 2.088, 9.310, 18.364
-181.330, 1.777, 9.341, 18.397
-181.329, 1.465, 9.372, 18.430
-181.328, 1.152, 9.403, 18.463
-181.327, 0.838, 9.435, 18.496
-181.326, 0.522, 9.466, 18.529
-181.326, 0.206, 9.498, 18.562
-181.325, -0.112, 9.530, 18.595
-181.324, -0.430, 9.562, 18.628
-181.323, -0.750, 9.594, 18.661
-181.322, -1.070, 9.626, 18.694
-181.321, -1.392, 9.658, 18.727
-181.320, -1.715, 9.691, 18.760
-181.319, -2.038, 9.723, 18.793
-181.318, -2.363, 9.756, 18.826
-181.317, -2.689, 9.788, 18.859
-181.316, -3.017, 9.821, 18.892
-181.315, -3.345, 9.854, 18.925
-181.314, -3.674, 9.887, 18.958
-181.314, -4.004, 9.920, 18.991
-181.313, -4.336, 9.953, 19.024
-181.312, -4.669, 9.986, 19.057
-181.311, -5.002, 10.019, 19.090
-181.309, -5.337, 10.053, 19.123
-181.308, -5.673, 10.086, 19.156
-181.307, -6.010, 10.120, 19.189
-181.306, -6.348, 10.154, 19.222
-181.305, -6.688, 10.188, 19.255
-181.304, -7.028, 10.222, 19.288
-181.303, -7.370, 10.256, 19.321
-181.302, -7.712, 10.290, 19.354
-181.301, -8.056, 10.324, 19.387
-181.300, -8.401, 10.359, 19.420
-181.299, -8.747, 10.393, 19.453
-181.298, -9.095, 10.428, 19.486
-181.297, -9.443, 10.463, 19.519
-181.295, -9.793, 10.498, 19.552
-181.294, -10.144, 10.534, 19.585
-181.293, -10.496, 10.569, 19.618
-181.292, -10.849, 10.604, 19.651
-181.291, -11.203, 10.640, 19.684
-181.290, -11.559, 10.676, 19.717
-181.288, -11.916, 10.711, 19.750
-181.287, -12.274, 10.747, 19.783
-181.286, -12.633, 10.783, 19.816
-181.285, -12.993, 10.819, 19.849
-181.283, -13.355, 10.855, 19.882
-181.282, -13.717, 10.891, 19.915
-181.281, -14.081, 10.928, 19.948
-181.280, -14.447, 10.964, 19.981
-181.278, -14.813, 11.001, 20.014
-181.277, -15.181, 11.037, 20.047
-181.276, -15.549, 11.074, 20.080
-181.274, -15.920, 11.111, 20.113
-181.273, -16.291, 11.148, 20.146
-181.272, -16.663, 11.186, 20.179
-181.270, -17.037, 11.223, 20.212
-181.269, -17.412, 11.261, 20.245
-181.268, -17.789, 11.298, 20.278
-181.266, -18.166, 11.336, 20.311
-181.265, -18.545, 11.374, 20.344
-181.263, -18.925, 11.412, 20.377
-181.262, -19.306, 11.450, 20.410
-181.261, -19.689, 11.489, 20.443
-181.259, -20.073, 11.528, 20.476
-181.258, -20.458, 11.566, 20.509
-181.256, -20.845, 11.605, 20.542
-181.255, -21.233, 11.645, 20.575
-181.253, -21.622, 11.684, 20.608
-181.252, -22.012, 11.723, 20.641
-181.250, -22.404, 11.763, 20.674
-181.249, -22.797, 11.802, 20.707
-181.247, -23.192, 11.842, 20.740
-181.245, -23.587, 11.882, 20.773
-181.244, -23.984, 11.922, 20.806
-181.242, -24.383, 11.962, 20.839
-181.241, -24.783, 12.002, 20.872
-181.239, -25.184, 12.042, 20.905
-181.237, -25.586, 12.082, 20.938
-181.236, -25.990, 12.123, 20.971
-181.234, -26.395, 12.163, 21.004
-181.232, -26.801, 12.204, 21.037
-181.231, -27.209, 12.245, 21.070
-181.229, -27.618, 12.286, 21.103
-181.227, -28.029, 12.327, 21.136
-181.226, -28.441, 12.368, 21.169
-181.224, -28.854, 12.410, 21.202
-181.222, -29.269, 12.451, 21.235
-181.220, -29.685, 12.493, 21.268
-181.218, -30.103, 12.535, 21.301
-181.217, -30.521, 12.577, 21.334
-181.215, -30.942, 12.619, 21.367
-181.213, -31.364, 12.662, 21.400
-181.211, -31.787, 12.704, 21.433
-181.209, -32.211, 12.747, 21.466
-181.207, -32.637, 12.790, 21.499
-181.206, -33.065, 12.833, 21.532
-181.204, -33.494, 12.876, 21.565
-181.202, -33.924, 12.919, 21.598
-181.200, -34.356, 12.963, 21.631
-181.198, -34.789, 13.006, 21.664
-181.196, -35.223, 13.050, 21.697
-181.194, -35.660, 13.093, 21.730
-181.192, -36.097, 13.137, 21.763
-181.190, -36.536, 13.181, 21.796
-181.188, -36.977, 13.225, 21.829
-181.186, -37.418, 13.269, 21.862
-181.184, -37.862, 13.313, 21.895
-181.182, -38.307, 13.358, 21.928
-181.180, -38.753, 13.402, 21.961
-181.177, -39.201, 13.447, 21.994
-181.175, -39.650, 13.492, 22.027
-181.173, -40.101, 13.537, 22.060
-181.171, -40.554, 13.583, 22.093
-181.169, -41.008, 13.628, 22.126
-181.167, -41.463, 13.674, 22.159
-181.164, -41.920, 13.720, 22.192
-181.162, -42.379, 13.766, 22.225
-181.160, -42.839, 13.812, 22.258
-181.158, -43.300, 13.858, 22.291
-181.155, -43.763, 13.905, 22.324
-181.153, -44.228, 13.952, 22.357
-181.151, -44.694, 13.998, 22.390
-181.148, -45.162, 14.045, 22.423
-181.146, -45.631, 14.093, 22.456
-181.144, -46.102, 14.140, 22.489
-181.141, -46.575, 14.187, 22.522
-181.139, -47.049, 14.235, 22.555
-181.137, -47.525, 14.282, 22.588
-181.134, -48.002, 14.330, 22.621
-181.132, -48.481, 14.378, 22.654
-181.129, -48.961, 14.425, 22.687
-181.127, -49.443, 14.473, 22.720
-181.124, -49.927, 14.522, 22.753
-181.122, -50.412, 14.570, 22.786
-181.119, -50.899, 14.619, 22.819
-181.117, -51.388, 14.668, 22.852
-181.114, -51.878, 14.717, 22.885
-181.111, -52.370, 14.766, 22.918
-181.109, -52.863, 14.815, 22.951
-181.106, -53.358, 14.865, 22.984
-181.103, -53.855, 14.915, 23.017
-181.101, -54.354, 14.965, 23.050
